,has_url,character_count,sw_count,non_sw_char_proportion,mean_lemma_length,lemma_count_no_sw,unique_lemmas_no_sw,sw_proportion,hashtag_proportion,mention_proportion,target
3506,0,134,9,0.6268656716417911,5.7368421052631575,10,6,0.47368421052631576,0.0,0.0,0
5673,1,65,2,0.7384615384615385,5.111111111111111,7,7,0.2222222222222222,0.0,0.0,1
2455,0,96,6,0.5833333333333334,3.8421052631578947,13,13,0.3157894736842105,0.0,0.0,1
6236,1,111,5,0.6846846846846847,4.9411764705882355,11,11,0.29411764705882354,0.47058823529411764,0.0,1
5733,1,114,8,0.5701754385964912,4.333333333333333,10,9,0.4444444444444444,0.0,0.0,1
3095,0,38,5,0.3684210526315789,4.285714285714286,2,2,0.7142857142857143,0.0,0.0,0
2957,0,32,2,0.71875,4.6,3,3,0.4,0.0,0.0,0
6154,0,69,7,0.5507246376811594,4.076923076923077,5,5,0.5384615384615384,0.0,0.0,1
4168,1,113,8,0.5486725663716814,3.9047619047619047,11,11,0.4,0.0,0.05,0
3434,0,111,9,0.5495495495495496,4.25,10,10,0.45,0.0,0.0,0
3588,1,51,1,0.803921568627451,6.142857142857143,6,6,0.14285714285714285,0.0,0.14285714285714285,0
535,1,64,1,0.796875,5.888888888888889,6,6,0.125,0.25,0.0,1
3572,1,70,0,0.8571428571428571,6.333333333333333,9,9,0.0,0.1111111111111111,0.0,1
2093,0,50,6,0.48,3.5454545454545454,5,5,0.5454545454545454,0.0,0.0,0
3372,1,112,3,0.7767857142857143,6.5,11,10,0.21428571428571427,0.0,0.0,1
1693,1,119,3,0.6638655462184874,5.466666666666667,12,8,0.2,0.13333333333333333,0.0,1
2360,1,77,5,0.5974025974025974,4.833333333333333,6,6,0.4166666666666667,0.0,0.0,0
1987,1,30,0,0.8333333333333334,6.25,4,4,0.0,0.25,0.0,0
2749,1,113,6,0.584070796460177,5.3125,10,10,0.375,0.0,0.0,1
5736,1,115,8,0.5739130434782609,4.333333333333333,10,9,0.4444444444444444,0.0,0.0,1
7030,1,43,1,0.7906976744186046,4.857142857142857,5,5,0.14285714285714285,0.0,0.0,1
2809,0,141,8,0.5957446808510638,5.0,13,13,0.38095238095238093,0.0,0.047619047619047616,0
3262,0,137,10,0.6058394160583942,4.7272727272727275,12,12,0.45454545454545453,0.0,0.045454545454545456,0
6425,0,67,1,0.746268656716418,5.1,9,9,0.1,0.2,0.0,1
4495,0,40,0,0.85,5.666666666666667,6,6,0.0,0.0,0.16666666666666666,0
532,1,99,2,0.7272727272727273,5.769230769230769,11,11,0.15384615384615385,0.0,0.0,0
6383,1,78,2,0.7435897435897436,4.6923076923076925,11,11,0.15384615384615385,0.0,0.0,1
922,0,46,4,0.5434782608695652,4.111111111111111,5,5,0.4444444444444444,0.0,0.0,0
2591,0,106,3,0.6415094339622641,4.5,11,11,0.21428571428571427,0.0,0.0,0
2045,1,92,2,0.782608695652174,6.454545454545454,9,9,0.18181818181818182,0.18181818181818182,0.09090909090909091,0
511,1,100,5,0.64,5.0,10,10,0.3333333333333333,0.0,0.0,1
566,0,137,11,0.5620437956204379,4.416666666666667,10,10,0.5,0.0,0.045454545454545456,0
130,0,27,2,0.6666666666666666,4.2,3,3,0.4,0.0,0.2,0
3050,1,113,1,0.34513274336283184,5.125,7,7,0.125,0.25,0.0,1
1505,1,67,5,0.6417910447761194,5.3,5,5,0.5,0.0,0.1,1
5892,0,61,3,0.6229508196721312,4.7,5,5,0.3333333333333333,0.0,0.0,0
1310,0,44,4,0.4772727272727273,3.375,4,4,0.5,0.0,0.0,1
6493,0,52,7,0.4230769230769231,3.8181818181818183,4,4,0.6363636363636364,0.0,0.0,0
7070,0,67,1,0.8059701492537313,6.444444444444445,8,8,0.1111111111111111,0.0,0.0,0
2779,1,119,8,0.6470588235294118,4.238095238095238,12,11,0.38095238095238093,0.0,0.0,1
1106,0,130,10,0.5153846153846153,4.2727272727272725,11,11,0.45454545454545453,0.0,0.09090909090909091,0
7422,1,94,6,0.6063829787234043,5.428571428571429,8,8,0.42857142857142855,0.0,0.0,1
1814,0,104,15,0.3269230769230769,2.9130434782608696,7,7,0.6818181818181818,0.0,0.0,0
1236,0,74,7,0.5540540540540541,4.538461538461538,6,6,0.5384615384615384,0.07692307692307693,0.0,1
1200,0,47,1,0.7446808510638298,4.714285714285714,6,6,0.14285714285714285,0.0,0.0,0
232,0,140,6,0.6714285714285714,5.095238095238095,14,14,0.2857142857142857,0.0,0.09523809523809523,0
3969,0,105,9,0.5619047619047619,4.157894736842105,10,9,0.47368421052631576,0.0,0.05263157894736842,0
7239,1,118,3,0.7457627118644068,5.75,13,13,0.1875,0.3125,0.0,1
1991,0,56,9,0.39285714285714285,3.142857142857143,4,4,0.6923076923076923,0.0,0.0,0
4506,1,100,3,0.68,5.571428571428571,11,11,0.21428571428571427,0.0,0.0,0
1052,1,110,0,0.8181818181818182,5.3125,16,12,0.0,0.0,0.0,0
436,0,79,10,0.379746835443038,3.625,5,5,0.6666666666666666,0.0,0.06666666666666667,0
7450,0,139,21,0.28776978417266186,3.793103448275862,7,7,0.75,0.0,0.03571428571428571,0
1406,0,103,16,0.3592233009708738,3.5,6,6,0.7272727272727273,0.0,0.0,0
4972,1,72,6,0.5138888888888888,4.75,6,6,0.5,0.0,0.0,0
696,1,99,12,0.40404040404040403,3.789473684210526,7,6,0.631578947368421,0.0,0.0,0
3327,1,108,6,0.6203703703703703,6.0,8,8,0.42857142857142855,0.0,0.14285714285714285,1
839,0,34,2,0.6764705882352942,4.5,4,4,0.3333333333333333,0.0,0.0,0
3389,1,115,8,0.6086956521739131,4.333333333333333,13,13,0.38095238095238093,0.0,0.0,1
3332,1,114,1,0.7543859649122807,5.3125,15,15,0.0625,0.0,0.0,1
2745,0,67,5,0.5223880597014925,5.111111111111111,3,3,0.5555555555555556,0.0,0.1111111111111111,1
644,1,16,2,0.5,3.0,2,2,0.5,0.0,0.0,0
6012,1,40,1,0.65,4.666666666666667,5,5,0.16666666666666666,0.0,0.16666666666666666,0
3839,1,95,3,0.6526315789473685,4.4,12,12,0.2,0.0,0.0,0
5817,1,73,4,0.5616438356164384,4.333333333333333,7,7,0.36363636363636365,0.09090909090909091,0.0,0
3435,1,65,5,0.5692307692307692,4.0,6,6,0.4166666666666667,0.0,0.0,1
3184,1,54,2,0.5925925925925926,5.571428571428571,5,5,0.2857142857142857,0.0,0.0,1
1267,0,138,11,0.4927536231884058,3.7037037037037037,16,16,0.4074074074074074,0.037037037037037035,0.037037037037037035,0
2575,0,78,1,0.7435897435897436,5.909090909090909,8,8,0.1,0.0,0.1,0
1709,1,101,3,0.693069306930693,4.866666666666666,12,11,0.2,0.0,0.06666666666666667,0
1495,0,112,9,0.5982142857142857,4.684210526315789,10,6,0.47368421052631576,0.05263157894736842,0.0,0
1432,0,102,11,0.43137254901960786,3.619047619047619,9,9,0.55,0.0,0.0,1
6554,1,49,3,0.6326530612244898,4.375,5,5,0.375,0.0,0.0,0
2926,1,33,2,0.6666666666666666,5.4,3,3,0.4,0.2,0.0,0
1303,1,92,8,0.5217391304347826,3.8823529411764706,7,7,0.5,0.0,0.0,1
5360,0,133,12,0.5413533834586466,3.7037037037037037,14,14,0.46153846153846156,0.0,0.0,0
757,1,96,8,0.5,4.5,8,8,0.5,0.125,0.0,0
3242,1,82,2,0.7682926829268293,4.6923076923076925,10,10,0.16666666666666666,0.0,0.0,1
1788,1,51,1,0.7647058823529411,5.0,7,6,0.125,0.125,0.0,1
175,1,63,0,0.873015873015873,6.25,8,8,0.0,0.0,0.0,0
6695,0,45,4,0.4666666666666667,3.6666666666666665,3,3,0.5,0.0,0.0,0
148,0,95,3,0.7263157894736842,4.5625,10,10,0.21428571428571427,0.2857142857142857,0.0,1
6817,0,135,11,0.562962962962963,4.0,12,11,0.4583333333333333,0.0,0.041666666666666664,1
816,0,137,11,0.5693430656934306,4.739130434782608,12,12,0.4782608695652174,0.0,0.08695652173913043,0
2048,0,109,12,0.48623853211009177,3.8181818181818183,10,8,0.5454545454545454,0.0,0.0,0
5426,0,103,7,0.6019417475728155,4.352941176470588,9,8,0.4117647058823529,0.0,0.0,0
4892,0,58,2,0.6551724137931034,4.875,5,5,0.25,0.0,0.0,1
5879,1,69,8,0.5217391304347826,4.153846153846154,5,5,0.6153846153846154,0.0,0.0,1
2288,1,116,11,0.4224137931034483,4.2631578947368425,8,8,0.5789473684210527,0.0,0.0,0
462,1,66,1,0.803030303030303,5.3,9,9,0.1,0.1,0.0,1
7562,0,26,3,0.46153846153846156,4.0,2,2,0.6,0.0,0.0,0
347,1,59,4,0.5423728813559322,4.555555555555555,5,5,0.4444444444444444,0.1111111111111111,0.0,0
514,1,100,5,0.64,5.0,10,10,0.3333333333333333,0.0,0.0,1
932,1,116,12,0.4396551724137931,4.190476190476191,9,9,0.5714285714285714,0.0,0.0,1
7509,1,114,8,0.543859649122807,5.0625,8,8,0.5,0.0,0.0,1
448,1,79,2,0.6708860759493671,5.9,8,8,0.2,0.0,0.0,1
3326,1,90,3,0.7111111111111111,5.384615384615385,10,10,0.23076923076923078,0.0,0.0,1
3670,0,8,0,1.0,8.0,1,1,0.0,0.0,0.0,0
2659,0,97,10,0.5773195876288659,3.8333333333333335,7,7,0.5555555555555556,0.0,0.0,0
5194,1,62,4,0.5161290322580645,4.5,5,5,0.4444444444444444,0.0,0.0,1
7568,0,137,12,0.5693430656934306,4.4,13,13,0.48,0.0,0.0,0
1867,1,59,7,0.3898305084745763,3.909090909090909,4,4,0.6363636363636364,0.0,0.09090909090909091,0
3631,0,106,9,0.5943396226415094,4.1,9,9,0.47368421052631576,0.0,0.0,0
113,1,11,0,0.9090909090909091,10.0,1,1,0.0,0.0,0.0,0
4535,0,74,7,0.47297297297297297,4.0,5,5,0.5384615384615384,0.0,0.0,0
5083,1,84,0,0.8214285714285714,8.625,8,8,0.0,0.375,0.25,0
3065,0,86,7,0.5813953488372093,4.285714285714286,6,6,0.5,0.0,0.0,1
4412,1,97,2,0.6907216494845361,5.0,11,11,0.14285714285714285,0.21428571428571427,0.0,0
5246,1,79,3,0.6962025316455697,5.166666666666667,9,9,0.25,0.0,0.0,1
7563,0,25,2,0.72,3.8,3,3,0.4,0.0,0.0,0
996,0,132,11,0.4621212121212121,4.090909090909091,8,8,0.5,0.0,0.0,0
6067,1,59,1,0.7627118644067796,5.75,7,7,0.125,0.0,0.0,1
1785,0,57,4,0.5789473684210527,3.8333333333333335,5,5,0.4444444444444444,0.0,0.1111111111111111,0
5457,1,104,3,0.5865384615384616,5.0,10,10,0.21428571428571427,0.07142857142857142,0.0,1
2977,0,126,9,0.6190476190476191,4.173913043478261,14,10,0.391304347826087,0.0,0.0,1
2893,1,71,6,0.4225352112676056,4.071428571428571,6,6,0.5,0.0,0.0,0
1617,0,133,12,0.5488721804511278,4.28,12,12,0.5,0.0,0.0,0
5708,1,114,7,0.6228070175438597,4.277777777777778,8,8,0.4117647058823529,0.0,0.0,1
4142,1,29,3,0.4827586206896552,4.6,2,2,0.6,0.0,0.0,0
1882,0,7,0,1.0,5.0,1,1,0.0,0.0,0.0,0
4831,1,113,8,0.584070796460177,4.421052631578948,11,11,0.42105263157894735,0.0,0.0,0
496,0,67,3,0.6417910447761194,4.545454545454546,8,8,0.2727272727272727,0.09090909090909091,0.0,0
41,0,61,6,0.45901639344262296,3.769230769230769,5,5,0.5454545454545454,0.0,0.0,0
3168,1,97,8,0.4845360824742268,4.25,8,8,0.5,0.0625,0.0,1
6950,1,67,1,0.746268656716418,6.125,7,6,0.125,0.5,0.0,1
384,1,78,7,0.4230769230769231,4.357142857142857,7,7,0.5,0.0,0.0,1
7108,0,139,9,0.5899280575539568,4.7272727272727275,12,12,0.4090909090909091,0.045454545454545456,0.045454545454545456,1
213,0,127,5,0.6692913385826772,5.05,12,12,0.2777777777777778,0.0,0.1111111111111111,0
5588,1,72,3,0.6805555555555556,4.909090909090909,8,8,0.2727272727272727,0.0,0.0,1
4363,1,48,1,0.6875,5.142857142857143,5,5,0.14285714285714285,0.0,0.0,1
2251,0,132,15,0.4393939393939394,3.8461538461538463,10,10,0.6,0.0,0.0,0
3540,0,47,2,0.5319148936170213,3.875,4,4,0.2857142857142857,0.0,0.14285714285714285,0
2234,1,114,7,0.5877192982456141,4.705882352941177,10,8,0.4117647058823529,0.0,0.0,0
1411,1,63,2,0.746031746031746,4.090909090909091,8,8,0.18181818181818182,0.0,0.0,1
7232,1,61,4,0.6065573770491803,4.363636363636363,6,6,0.4,0.0,0.0,1
7383,1,72,5,0.6666666666666666,4.0,8,7,0.35714285714285715,0.0,0.0,0
4583,1,106,5,0.6792452830188679,6.153846153846154,8,8,0.38461538461538464,0.23076923076923078,0.0,0
5666,0,135,6,0.6666666666666666,4.590909090909091,16,15,0.2727272727272727,0.0,0.0,1
2218,0,57,6,0.5789473684210527,4.090909090909091,5,5,0.5454545454545454,0.0,0.2727272727272727,0
5003,1,68,1,0.75,5.777777777777778,8,8,0.1111111111111111,0.1111111111111111,0.0,0
3796,1,116,4,0.603448275862069,4.368421052631579,15,15,0.21052631578947367,0.0,0.0,1
1641,1,116,4,0.6637931034482759,5.0,13,12,0.23529411764705882,0.0,0.0,1
2466,1,114,5,0.631578947368421,5.125,10,10,0.3333333333333333,0.06666666666666667,0.0,1
3621,1,104,5,0.6634615384615384,4.9375,11,11,0.3125,0.0,0.0,1
426,0,46,4,0.5217391304347826,3.7777777777777777,5,5,0.4444444444444444,0.0,0.1111111111111111,0
291,0,88,9,0.4772727272727273,4.25,5,5,0.6,0.0,0.06666666666666667,0
3921,1,95,2,0.6,4.2,13,13,0.13333333333333333,0.0,0.0,0
3643,0,76,5,0.5263157894736842,5.090909090909091,6,6,0.45454545454545453,0.0,0.0,0
883,1,105,12,0.3904761904761905,4.052631578947368,7,7,0.631578947368421,0.0,0.0,0
2185,0,60,3,0.6166666666666667,4.4,7,7,0.3,0.0,0.0,1
4796,0,131,11,0.5954198473282443,3.92,13,13,0.4583333333333333,0.0,0.0,1
362,1,118,0,0.3559322033898305,7.0,6,6,0.0,0.16666666666666666,0.0,0
122,0,136,12,0.5,4.681818181818182,10,10,0.5454545454545454,0.09090909090909091,0.0,0
5211,0,58,4,0.6896551724137931,4.8,6,6,0.4,0.0,0.0,0
6612,1,72,6,0.5277777777777778,4.076923076923077,5,5,0.46153846153846156,0.0,0.07692307692307693,0
4172,0,140,16,0.4357142857142857,3.689655172413793,11,11,0.5714285714285714,0.0,0.03571428571428571,0
6495,0,133,9,0.5864661654135338,4.304347826086956,14,14,0.391304347826087,0.043478260869565216,0.043478260869565216,0
1889,0,19,0,0.7894736842105263,4.333333333333333,3,3,0.0,0.0,0.0,0
4591,0,85,3,0.611764705882353,4.076923076923077,10,10,0.23076923076923078,0.0,0.15384615384615385,0
5098,0,115,7,0.5565217391304348,5.0,10,10,0.4117647058823529,0.4117647058823529,0.0,1
5697,0,67,5,0.5970149253731343,4.545454545454546,5,5,0.45454545454545453,0.18181818181818182,0.0,0
4720,1,93,8,0.5913978494623656,4.055555555555555,10,8,0.4444444444444444,0.0,0.0,0
1153,1,116,4,0.6896551724137931,4.944444444444445,12,10,0.23529411764705882,0.0,0.0,1
1632,0,133,16,0.44360902255639095,3.6923076923076925,10,10,0.6153846153846154,0.0,0.0,1
874,0,23,0,0.8260869565217391,4.75,4,4,0.0,0.0,0.25,0
1504,1,114,7,0.6578947368421053,4.777777777777778,11,11,0.3888888888888889,0.0,0.0,1
6988,0,121,16,0.4297520661157025,3.111111111111111,10,8,0.6153846153846154,0.0,0.0,0
7273,0,100,9,0.53,4.222222222222222,9,9,0.5,0.0,0.05555555555555555,1
1637,1,101,8,0.5544554455445545,4.352941176470588,8,8,0.47058823529411764,0.0,0.058823529411764705,1
7042,1,62,4,0.6129032258064516,4.454545454545454,7,7,0.36363636363636365,0.0,0.0,1
2497,0,65,4,0.6461538461538462,4.545454545454546,7,7,0.36363636363636365,0.0,0.09090909090909091,0
3273,0,101,8,0.6237623762376238,4.611111111111111,10,10,0.4444444444444444,0.0,0.05555555555555555,0
466,1,71,0,0.8028169014084507,7.0,8,7,0.0,0.125,0.0,1
2063,0,139,5,0.6834532374100719,5.45,15,15,0.25,0.0,0.05,0
6259,1,114,6,0.6578947368421053,4.666666666666667,11,11,0.35294117647058826,0.11764705882352941,0.0,0
1674,0,55,5,0.5272727272727272,5.0,4,4,0.5555555555555556,0.0,0.0,0
790,0,115,9,0.5565217391304348,4.090909090909091,13,13,0.4090909090909091,0.0,0.0,0
4356,1,84,1,0.7380952380952381,5.818181818181818,10,10,0.09090909090909091,0.0,0.0,0
3883,1,10,0,0.9,7.0,1,1,0.0,0.0,0.0,0
5946,0,47,5,0.46808510638297873,2.888888888888889,4,4,0.5555555555555556,0.0,0.0,0
5568,0,136,5,0.6176470588235294,4.523809523809524,16,16,0.23809523809523808,0.0,0.047619047619047616,1
383,0,31,2,0.6451612903225806,4.166666666666667,4,4,0.3333333333333333,0.0,0.0,0
2471,1,80,6,0.6,4.428571428571429,7,7,0.42857142857142855,0.0,0.0,1
895,0,40,1,0.675,6.4,4,3,0.2,0.2,0.0,1
6755,0,127,13,0.5511811023622047,3.576923076923077,12,12,0.5,0.0,0.0,0
703,1,74,3,0.47297297297297297,3.9,7,7,0.3,0.3,0.0,0
3961,0,86,6,0.5930232558139535,4.2,9,8,0.4,0.0,0.0,0
4181,0,108,11,0.5,3.8636363636363638,7,6,0.55,0.0,0.05,0
5926,0,79,7,0.5569620253164557,4.0,7,7,0.5,0.0,0.07142857142857142,0
5041,0,45,1,0.7333333333333333,7.0,4,4,0.2,0.0,0.2,0
2824,0,133,6,0.6616541353383458,5.2105263157894735,11,11,0.3333333333333333,0.0,0.1111111111111111,1
638,1,39,2,0.5641025641025641,4.666666666666667,4,4,0.3333333333333333,0.0,0.16666666666666666,1
3014,1,108,7,0.4722222222222222,3.7777777777777777,11,11,0.3888888888888889,0.05555555555555555,0.0,1
4315,1,28,0,0.8571428571428571,6.0,4,4,0.0,0.0,0.0,0
4773,0,109,10,0.48623853211009177,3.9523809523809526,11,11,0.47619047619047616,0.0,0.0,0
325,1,77,5,0.6623376623376623,4.769230769230769,8,8,0.38461538461538464,0.0,0.0,1
3427,0,65,9,0.38461538461538464,3.642857142857143,5,5,0.6428571428571429,0.0,0.0,0
1183,0,139,8,0.6618705035971223,5.75,12,12,0.4,0.0,0.05,1
6315,0,70,8,0.5428571428571428,3.7142857142857144,6,6,0.5714285714285714,0.0,0.0,0
1942,0,127,8,0.5826771653543307,3.392857142857143,20,18,0.2857142857142857,0.0,0.0,0
642,1,70,8,0.42857142857142855,4.0,5,5,0.6153846153846154,0.0,0.0,0
516,1,100,5,0.64,5.0,10,10,0.3333333333333333,0.0,0.0,1
7420,1,77,2,0.6883116883116883,5.0,9,9,0.18181818181818182,0.2727272727272727,0.0,1
4127,1,81,2,0.7283950617283951,5.636363636363637,9,9,0.18181818181818182,0.0,0.0,1
6525,0,49,3,0.6122448979591837,5.571428571428571,4,4,0.42857142857142855,0.0,0.14285714285714285,0
3284,1,98,8,0.46938775510204084,5.142857142857143,6,6,0.5714285714285714,0.0,0.0,0
2644,0,66,6,0.5606060606060606,4.5,6,6,0.5,0.0,0.0,1
6593,1,25,0,0.8,10.0,2,2,0.0,0.5,0.0,1
7329,1,113,0,0.6283185840707964,5.461538461538462,13,11,0.0,0.07692307692307693,0.0,1
6713,1,77,1,0.7662337662337663,5.545454545454546,10,10,0.09090909090909091,0.09090909090909091,0.0,1
3609,1,114,5,0.6228070175438597,4.2105263157894735,12,12,0.2777777777777778,0.2222222222222222,0.0,1
3993,1,33,1,0.7878787878787878,4.8,4,4,0.2,0.0,0.0,1
7221,0,133,9,0.631578947368421,4.857142857142857,12,12,0.42857142857142855,0.0,0.0,1
5874,0,42,5,0.47619047619047616,2.8333333333333335,5,5,0.5,0.0,0.0,0
3398,1,119,14,0.4369747899159664,3.869565217391304,9,9,0.6086956521739131,0.043478260869565216,0.0,0
6129,0,20,0,0.8,5.333333333333333,3,3,0.0,0.0,0.3333333333333333,0
7162,0,108,7,0.5185185185185185,4.666666666666667,10,10,0.4117647058823529,0.0,0.0,0
766,0,57,4,0.5789473684210527,4.875,4,4,0.5,0.0,0.0,0
6607,1,77,2,0.7272727272727273,6.0,8,8,0.2,0.0,0.0,1
6752,1,108,4,0.5740740740740741,4.235294117647059,13,10,0.23529411764705882,0.058823529411764705,0.0,1
5459,0,138,15,0.4927536231884058,3.8846153846153846,11,11,0.5769230769230769,0.038461538461538464,0.0,0
4031,1,48,7,0.3333333333333333,3.272727272727273,3,3,0.7,0.0,0.0,1
1585,1,49,5,0.4489795918367347,3.5,5,5,0.5,0.0,0.0,0
6336,0,121,3,0.7933884297520661,5.764705882352941,12,12,0.1875,0.0,0.0,0
6248,0,55,5,0.5636363636363636,4.2,5,5,0.5,0.0,0.1,1
131,1,11,0,0.9090909090909091,10.0,1,1,0.0,0.0,0.0,0
3876,0,82,3,0.7804878048780488,6.181818181818182,7,7,0.2727272727272727,0.0,0.0,0
3447,0,76,7,0.4605263157894737,4.285714285714286,6,6,0.5,0.0,0.0,0
1635,0,106,7,0.6132075471698113,5.266666666666667,8,8,0.4666666666666667,0.06666666666666667,0.13333333333333333,1
1537,1,116,3,0.75,5.75,13,12,0.1875,0.3125,0.0,0
2054,0,43,7,0.4186046511627907,3.2,3,2,0.7,0.0,0.0,0
3281,0,50,2,0.72,5.857142857142857,5,5,0.2857142857142857,0.0,0.0,0
4233,0,140,17,0.4714285714285714,4.0,11,11,0.6071428571428571,0.0,0.0,0
4956,1,90,4,0.6888888888888889,6.363636363636363,7,7,0.36363636363636365,0.0,0.2727272727272727,1
2489,0,124,10,0.532258064516129,4.571428571428571,10,10,0.47619047619047616,0.0,0.0,0
5249,1,63,4,0.6031746031746031,4.6,6,6,0.4,0.0,0.0,1
1451,1,75,3,0.68,4.818181818181818,8,8,0.2727272727272727,0.18181818181818182,0.09090909090909091,0
1450,0,31,0,0.8709677419354839,9.0,3,3,0.0,0.0,0.3333333333333333,0
2798,1,65,3,0.6923076923076923,5.777777777777778,6,6,0.3333333333333333,0.0,0.0,1
4812,0,120,10,0.5166666666666667,4.473684210526316,9,9,0.5263157894736842,0.0,0.05263157894736842,1
6360,0,138,8,0.6884057971014492,5.090909090909091,14,14,0.36363636363636365,0.0,0.0,1
7165,0,140,9,0.5214285714285715,5.25,11,10,0.45,0.05,0.0,1
5356,1,90,1,0.7888888888888889,6.083333333333333,11,11,0.08333333333333333,0.08333333333333333,0.0,0
5401,0,23,3,0.5652173913043478,3.0,2,2,0.6,0.0,0.0,0
5589,1,64,3,0.65625,5.222222222222222,6,6,0.3333333333333333,0.0,0.0,1
5906,0,97,3,0.5979381443298969,3.875,13,10,0.1875,0.0,0.0,1
947,0,66,4,0.5757575757575758,4.8,6,6,0.4,0.0,0.0,0
4498,1,95,2,0.6947368421052632,6.454545454545454,9,9,0.18181818181818182,0.0,0.0,0
5416,1,45,2,0.6444444444444445,4.571428571428571,5,5,0.2857142857142857,0.0,0.0,0
2804,0,139,0,0.7553956834532374,5.315789473684211,19,18,0.0,0.05263157894736842,0.05263157894736842,1
1973,0,140,3,0.7428571428571429,6.444444444444445,14,14,0.17647058823529413,0.0,0.0,0
7215,1,56,1,0.7857142857142857,6.428571428571429,6,6,0.14285714285714285,0.0,0.0,1
5621,1,64,1,0.59375,6.666666666666667,5,5,0.16666666666666666,0.0,0.0,1
940,0,101,8,0.5346534653465347,4.222222222222222,9,9,0.47058823529411764,0.058823529411764705,0.0,0
6428,0,139,7,0.6330935251798561,5.0,14,14,0.3333333333333333,0.0,0.0,1
3957,1,63,0,0.8095238095238095,6.714285714285714,7,7,0.0,0.14285714285714285,0.0,1
6447,0,134,5,0.6343283582089553,5.5,12,12,0.29411764705882354,0.0,0.11764705882352941,1
3070,0,114,11,0.45614035087719296,4.045454545454546,9,9,0.5238095238095238,0.0,0.0,0
1613,1,79,3,0.6962025316455697,5.0,9,9,0.25,0.0,0.0,1
2559,0,128,14,0.4140625,4.318181818181818,6,6,0.6666666666666666,0.047619047619047616,0.047619047619047616,0
909,1,36,2,0.6388888888888888,4.0,5,5,0.2857142857142857,0.0,0.0,0
4885,1,94,3,0.6808510638297872,5.538461538461538,10,10,0.23076923076923078,0.0,0.15384615384615385,1
4054,1,114,4,0.6666666666666666,4.9411764705882355,13,13,0.23529411764705882,0.17647058823529413,0.0,1
7204,0,130,11,0.5769230769230769,4.083333333333333,11,11,0.4782608695652174,0.0,0.0,0
4428,1,67,4,0.6268656716417911,4.909090909090909,6,6,0.4,0.0,0.0,0
3087,0,22,2,0.5454545454545454,4.25,2,2,0.5,0.0,0.0,0
814,1,66,3,0.6363636363636364,4.6,7,7,0.3,0.0,0.0,0
1958,1,72,0,0.6805555555555556,6.125,8,8,0.0,0.0,0.0,1
4629,1,76,6,0.5263157894736842,4.230769230769231,7,7,0.46153846153846156,0.0,0.0,0
214,1,21,0,0.6666666666666666,6.0,2,2,0.0,0.0,0.0,1
3169,1,37,0,0.8378378378378378,7.5,4,4,0.0,0.0,0.0,0
3056,1,113,2,0.3274336283185841,4.0,8,8,0.2,0.2,0.0,0
71,1,93,3,0.6989247311827957,6.083333333333333,9,8,0.25,0.16666666666666666,0.0,0
2427,0,128,14,0.46875,4.125,10,10,0.5833333333333334,0.0,0.08333333333333333,1
6359,1,95,2,0.7789473684210526,5.6923076923076925,11,11,0.15384615384615385,0.0,0.0,1
4754,1,118,5,0.7033898305084746,5.055555555555555,12,10,0.29411764705882354,0.0,0.0,1
1004,1,63,1,0.6666666666666666,4.888888888888889,8,8,0.1111111111111111,0.0,0.1111111111111111,0
3400,1,80,7,0.475,3.8666666666666667,7,7,0.4666666666666667,0.0,0.0,0
3455,0,100,8,0.45,4.352941176470588,8,7,0.5,0.0,0.0,0
3757,0,35,1,0.7714285714285715,4.833333333333333,5,5,0.16666666666666666,0.0,0.16666666666666666,0
2206,1,99,7,0.6161616161616161,4.352941176470588,10,10,0.4117647058823529,0.058823529411764705,0.058823529411764705,1
4128,1,96,8,0.5416666666666666,4.166666666666667,7,7,0.5333333333333333,0.13333333333333333,0.0,0
870,0,24,3,0.5416666666666666,2.7142857142857144,2,2,0.5,0.0,0.0,1
473,0,112,8,0.5803571428571429,4.4,12,12,0.4,0.0,0.0,1
304,0,91,4,0.5604395604395604,4.769230769230769,9,9,0.3076923076923077,0.07692307692307693,0.0,0
6586,1,119,3,0.6722689075630253,5.0625,13,13,0.1875,0.1875,0.0,1
1393,1,109,6,0.6605504587155964,5.0,9,9,0.375,0.0,0.0,1
5131,1,57,1,0.8245614035087719,5.222222222222222,7,7,0.125,0.0,0.0,1
5824,1,109,8,0.5137614678899083,4.0,10,10,0.4444444444444444,0.0,0.0,1
7320,0,120,4,0.725,5.6875,12,11,0.25,0.0625,0.0625,1
5216,1,73,4,0.684931506849315,5.9,6,6,0.4,0.0,0.1,0
5184,0,11,0,1.0,10.0,1,1,0.0,0.0,0.0,0
2593,0,106,3,0.6415094339622641,4.5,11,11,0.21428571428571427,0.0,0.0,0
4402,1,123,4,0.6666666666666666,5.470588235294118,13,12,0.23529411764705882,0.0,0.0,1
2130,1,117,8,0.5811965811965812,4.190476190476191,13,12,0.38095238095238093,0.047619047619047616,0.0,1
4587,1,112,8,0.5714285714285714,4.315789473684211,11,11,0.42105263157894735,0.0,0.0,0
1281,0,63,1,0.7301587301587301,4.875,7,7,0.125,0.125,0.0,0
2194,1,66,2,0.6818181818181818,5.0,8,8,0.2,0.0,0.1,1
1313,1,102,4,0.7058823529411765,5.266666666666667,11,11,0.26666666666666666,0.0,0.0,0
